      1      1   7681    1.9717      181 189   2 179   2 187      0.0000
  2112    0.000    0.000     99.9956  0.940     0.78     6.06     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     4.39    -3.13     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     7.71    -3.14     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     6.51    -4.79     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     7.32    -0.86     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     6.50     0.27     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     6.45    -3.66     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -6.52     2.13    -0.20     0.20
  2212    0.000    0.000     99.9956  0.940     3.35    -7.14     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     6.69    -1.63     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     5.78    -2.49     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     4.50     3.65     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     7.64    -4.09     0.20     0.20
  2212    0.000    0.000     99.9956  0.940     5.20     3.22     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     3.34    -6.74     0.20     0.20
  2112    0.000    0.000     99.9956  0.940     4.50     8.33     0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -2.47    -7.71    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -1.03    -7.31    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -6.19    -1.40    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -5.64     4.91    -0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -5.76    -4.44    -0.20     0.20
  2212    0.000    0.000     99.9956  0.940     6.60    -1.22     0.20     0.20
  2112    0.000    0.000    -99.9956  0.940    -5.55    -4.66    -0.20     0.20
  2212    0.000    0.000    -99.9956  0.940    -6.37     3.88    -0.20     0.20
    22   -0.055    0.034      0.0019  0.000    -4.12     4.04     0.02     0.80
    22    0.263   -0.132      0.0266  0.000     1.30     1.23     0.07     0.80
    22    0.188    0.116      0.0238  0.000    -1.24     3.79     0.09     0.80
    22    0.257    0.563     -0.0969  0.000     1.68    -4.14    -0.12     0.80
    22    0.146   -0.140     -0.0349  0.000    -0.71     2.78    -0.14     0.80
    22   -0.168   -0.306      0.0665  0.000    -3.01    -0.06     0.15     0.80
    22   -0.167    0.443     -0.0906  0.000    -2.62     5.86    -0.15     0.80
    22    0.123   -0.653      0.1616  0.000    -2.89     1.65     0.19     0.80
    22   -0.995   -0.246     -0.2869  0.000    -2.67     3.19    -0.22     0.80
    22    0.130    0.460      0.1390  0.000     3.04     1.76     0.22     0.80
    22   -0.220    0.210     -0.0988  0.000     0.36     5.09    -0.25     0.80
    22    0.080    0.002     -0.0349  0.000     2.34     0.98    -0.32     0.80
    22    0.376   -0.344     -0.2412  0.000    -1.45    -2.07    -0.34     0.80
    22    0.130    0.135     -0.1095  0.000    -1.33     0.58    -0.50     1.00
    22   -0.241   -0.443     -0.3040  0.000    -2.14     4.86    -0.52     1.00
    22    0.184   -0.242     -0.2485  0.000     3.77     1.84    -0.63     1.00
    22   -0.188    0.066     -0.1759  0.000    -0.96     5.86    -0.66     1.00
    22   -0.146    0.118      0.1986  0.000    -0.55     6.04     0.87     1.20
    22    0.190   -0.086     -0.2213  0.000     1.64    -3.00    -0.87     1.20
    22   -0.178    0.028     -0.1932  0.000     0.47    -4.16    -0.88     1.20
    22    0.034    0.003      0.0408  0.000    -2.50    -0.14     0.92     1.20
  -211    0.678    0.092      0.4262  0.140     7.69     7.18     4.66    11.00
  -211   -0.066    0.256     -0.0404  0.140   -10.09     5.20    -1.54     8.40
